Feature,Importance
ploidy_classification,0.11822751455501919
marker chromosomes (average #),0.06976618910789087
modal chromosome number,0.06440147781339522
modal_range_numeric,0.058081209262383506
SV_sum_all_events,0.05799689697227634
XY_chromosomes,0.04033023199084086
ADD_7,0.012964784590107038
ADD_1,0.01126468776423259
chr_17_loss,0.009490459673779992
ADD_2,0.009087136741854495
TRANS_18,0.009033154529475987
chr_13_loss,0.008990975850071395
ADD_3,0.008798670965016376
chr_8_gains,0.008782537582905972
DER_7,0.008779221395389622
DEL_5,0.008278341633875533
chr_7_gains,0.007560327382155965
DEL_1,0.006863501239149877
chr_16_loss,0.00671752444482198
chr_6_gains,0.006585974563705619
DEL_7,0.006469557076786565
chr_5_loss,0.006269179802012441
chr_15_loss,0.006230222599484842
chr_12_gains,0.006200684502469574
chr_4_loss,0.006177938669038186
ADD_9,0.006160940674121033
chr_10_loss,0.005911752902343852
chr_14_loss,0.005910478924351472
DER_5,0.0057768371450222875
chr_20_gains,0.005738459379132769
chr_22_loss,0.005581688804673869
ADD_12,0.005576680636831106
DER_1,0.0055441259786295355
DEL_2,0.005437420677458453
DEL_3,0.005430543273108307
DEL_6,0.0053498942795431005
chr_21_loss,0.005233901154505079
DER_17,0.005227818732719969
DER_11,0.0051859394673306625
chr_20_loss,0.0051758175940698125
chr_6_loss,0.005167272055611612
chr_9_loss,0.005113940239235362
chr_11_loss,0.005092403922078125
chr_7_loss,0.005069253181097678
ADD_5,0.0050273262893252724
ADD_11,0.004880170779014543
chr_18_loss,0.004863873183066595
ADD_21,0.004763342246830037
DER_3,0.00468910728794782
ADD_6,0.004671602924306708
ADD_17,0.004584686678361161
chr_5_gains,0.004581353492129415
chr_19_loss,0.004429076298458161
ADD_10,0.004355971911054825
chr_12_loss,0.004306564339918653
chr_2_loss,0.0042946172164241144
ADD_15,0.004292006506398762
ADD_14,0.004279491504463792
chr_3_loss,0.004274478231267999
DER_2,0.004138601508486436
DER_21,0.004082182951268656
TRANS_14,0.004032015824539499
chr_11_gains,0.003976924129294915
ADD_19,0.003976751400021489
chr_1_gains,0.003971941896937597
DER_22,0.003956204501808334
DER_16,0.003954907168331656
chr_8_loss,0.003920132627234482
DER_15,0.003902712084065604
ADD_22,0.003891831157312341
TRANS_11,0.0038884017097674094
DEL_13,0.003864721144704829
chr_1_loss,0.003863393358201196
TRANS_6,0.0038530458609494595
DEL_14,0.003782644602024249
DER_14,0.0036693554475068645
chr_21_gains,0.003627406115496517
DEL_9,0.0036003016105974404
DEL_11,0.003549782446486975
TRANS_12,0.00346077643034741
TRANS_13,0.0033891175229884087
ADD_20,0.0033194824601800537
DEL_10,0.0033023969911506537
DEL_12,0.003283934458640664
DER_12,0.0032824808774340173
DEL_17,0.0032616546944430522
TRANS_1,0.0032362897497764205
chr_19_gains,0.0031662938258458172
TRANS_3,0.003163274956926479
ADD_4,0.0030464284945073894
DER_13,0.0030031312193402595
DER_4,0.0029997531459504847
ADD_8,0.0029791899793332956
DIC_1,0.002941379218729833
chr_13_gains,0.0029258407256563005
chr_3_gains,0.002924105441230707
ADD_16,0.0029083490328269727
chr_2_gains,0.0028582484572458964
ADD_13,0.0028264571695185156
TRANS_2,0.0027822948836348153
DER_9,0.0027772954388018195
ISO_12,0.0027634710069488755
DEL_8,0.002699531447612746
TRANS_10,0.002586574394623195
TRANS_9,0.0025790218638064946
TRANS_4,0.002576245477313153
chr_22_gains,0.002549127264801977
TRANS_8,0.0024325552824856762
chr_15_gains,0.002430850787275887
DIC_13,0.002429342645912785
DEL_4,0.0024237460581873495
chr_4_gains,0.002404867316749708
chr_18_gains,0.0023768171959534256
ADD_18,0.0023430254030728757
ISO_7,0.0023404513993663745
TRANS_5,0.0023229883699552303
chr_9_gains,0.0023227782499033547
TRANS_21,0.002318365468964813
DER_6,0.0023159389013464537
TRANS_17,0.002288548055442716
chr_14_gains,0.002166755614934682
chr_16_gains,0.0021124605939881725
DER_8,0.002083015055508232
TRANS_22,0.0020671435058213683
ISO_1,0.0020628420772516275
TRANS_16,0.001984271247643952
DER_19,0.0019438280212660715
DER_18,0.001922885539415822
DIC_3,0.0019183532002916787
ISO_5,0.0019168026953759933
TRANS_7,0.001907203622721791
DER_10,0.001839520225337088
INS_17,0.0017822891789398027
TRANS_15,0.001732328333253827
chr_17_gains,0.0016938242425088973
DEL_18,0.0016623674544780991
chr_10_gains,0.0015061703879793672
DEL_15,0.0014291312460401418
DEL_20,0.0014082720815583975
ISO_8,0.0013397617208660583
INV_11,0.0013247240789743162
DEL_16,0.0013147282237305966
DUP_1,0.0013020104609843372
DIC_12,0.0012966700826027085
DIC_6,0.0012599720274168356
DUP_3,0.001249687611534945
INS_2,0.0011918289178117218
ISO_3,0.0010444024825751101
DIC_2,0.0010187037178240035
INS_8,0.0009996023985508998
DIC_17,0.0009770904310987371
DUP_4,0.0009003419071312775
INS_1,0.0008946498128930085
DIC_11,0.0008875743776280625
DEL_22,0.0008224863316616549
DEL_19,0.0008006024159024466
DIC_9,0.0007251221825811512
DUP_11,0.0007056901416636132
INS_3,0.0006899804836685139
ISO_17,0.0006810471108020107
DIC_7,0.0006380185290292235
TRANS_20,0.0006354617629906287
DER_20,0.0006330150582708702
INV_17,0.0006324669109775316
ISO_9,0.0006299579034687277
ISO_6,0.0006162732843478365
DIC_20,0.0005971418567430466
DUP_2,0.0005791794469323164
