Feature,Importance
modal_range_numeric,0.08953870823942187
modal chromosome number,0.08883330761056771
ploidy_classification,0.06391747409338464
marker chromosomes (average #),0.06106956749977671
SV_sum_all_events,0.05869391340057647
XY_chromosomes,0.046861388105601524
chr_8_gains,0.008047526474571307
chr_16_loss,0.00796875959335745
DER_9,0.007452018042229753
ADD_1,0.007441438413002182
chr_10_loss,0.007323337230860863
chr_5_loss,0.007258985411264981
chr_13_loss,0.007229157206817855
DER_5,0.006888637802708705
DEL_7,0.0067675669725212285
chr_20_gains,0.006707762510315772
chr_17_loss,0.006672248090173168
DER_11,0.006572464767544973
DEL_6,0.006478900356243062
ADD_7,0.006426879848860574
chr_18_loss,0.006347127737647622
DEL_2,0.006196253624581152
DER_7,0.006195185180292752
TRANS_8,0.006190265427371347
ADD_3,0.0061396897914338016
chr_7_gains,0.006128700725074771
DEL_1,0.006077616916753061
chr_14_loss,0.005999111950016781
chr_9_loss,0.005907704438551631
chr_21_loss,0.005907535207435544
ADD_2,0.005884794599385942
chr_6_gains,0.005854753423494813
chr_4_loss,0.005847481580746068
ADD_9,0.00577390557754436
chr_22_loss,0.005739537631361885
TRANS_14,0.00571228900694213
chr_21_gains,0.005671735380037005
chr_15_loss,0.005639796422702026
chr_11_loss,0.005591565234000417
DEL_5,0.005576034897426295
chr_20_loss,0.005456318816122195
ADD_5,0.005252440548699254
chr_6_loss,0.005069201372556344
chr_12_loss,0.005063372482523698
ADD_8,0.005053657454469931
chr_3_loss,0.004994998826281095
ADD_4,0.004984538948935977
chr_12_gains,0.004924280121693252
DER_1,0.004884321067889755
chr_7_loss,0.004883745868634366
chr_2_loss,0.004814140542264049
DEL_9,0.0047330290409944836
DEL_3,0.004687851782229875
ADD_6,0.004684409906326531
ADD_14,0.004666670269897185
chr_19_gains,0.0046611530270861306
chr_19_loss,0.00465908937643792
chr_1_gains,0.0046568730335055175
DER_6,0.004612813033580704
chr_8_loss,0.004591200538079606
DEL_10,0.004482388858218934
DER_3,0.004356544398827093
TRANS_3,0.004308487207224914
TRANS_13,0.00427834062287347
TRANS_11,0.004219739023785784
DEL_11,0.004213727326242886
DER_15,0.0041979733631427735
ADD_12,0.004182621367249723
DER_17,0.004134211956307481
chr_11_gains,0.004112510400902202
ADD_19,0.0040822046584397965
ADD_11,0.0040006575392132
ADD_17,0.0039993843520789215
chr_5_gains,0.00399621495511999
chr_1_loss,0.003917222745267589
ADD_21,0.003829268738054331
TRANS_6,0.0037604605831131994
TRANS_1,0.0037290692351066475
DER_22,0.0036208529235818693
chr_18_gains,0.0036035608571653695
ADD_13,0.0035552271791868314
DEL_12,0.0035104924037263866
DER_8,0.003493850362171679
DER_2,0.003434957601969962
DEL_13,0.003387720421924258
TRANS_18,0.0033866049041022545
chr_13_gains,0.0032953831651552404
DER_16,0.0032914946676298206
TRANS_4,0.0032895120156608863
DEL_14,0.0032744820173884804
DER_12,0.0032677138446186565
ADD_15,0.003245571559803865
TRANS_17,0.0031928104098689182
ADD_10,0.0031869965652306428
ADD_22,0.003135573902269609
DEL_4,0.0031354742869518304
ISO_1,0.003132866949175996
chr_22_gains,0.003086481850559848
DER_14,0.0030839523312318753
DEL_17,0.003080369766431256
TRANS_9,0.0030262204856719033
chr_15_gains,0.0030176636741398957
ADD_16,0.0029766373987915816
DER_21,0.0029331716829330977
TRANS_12,0.0029087103936187354
chr_3_gains,0.002908690219969609
DER_4,0.002904576581148858
TRANS_2,0.002903963337009473
DER_10,0.002886105895585524
ISO_7,0.00288145818086477
chr_14_gains,0.0027914659533828275
DER_19,0.0027623613426780652
DEL_8,0.002754615941917463
TRANS_10,0.0027482387305618806
TRANS_15,0.002684528529594671
ADD_18,0.0026646128730698766
chr_4_gains,0.0024484918538866425
chr_16_gains,0.0024435502429676144
chr_9_gains,0.0024187735203164925
chr_2_gains,0.0024181790375180944
DER_13,0.002340661797219195
TRANS_5,0.0022295315154032096
chr_17_gains,0.0021229323840601015
ISO_5,0.002050749362064883
INV_1,0.00200819726582961
TRANS_22,0.0019897132824707067
ADD_20,0.0019274956022373195
DEL_15,0.0019252633903670572
ISO_8,0.0019011127216133324
TRANS_21,0.0018255104352863883
chr_10_gains,0.0018241356631411435
TRANS_7,0.0017894821797199778
DER_20,0.001769836925608872
TRANS_16,0.001727054062209767
DUP_1,0.0016982250639107081
DER_18,0.0016978372847555742
DEL_16,0.00160630393353368
ISO_17,0.0015949484765539637
ISO_3,0.0015596927617941214
DEL_20,0.0015519621692316363
DUP_7,0.001391047215490215
DIC_11,0.0012888427642054941
DEL_22,0.001285872882930511
ISO_9,0.0012717621520587537
INS_1,0.0012685096975041572
ISO_13,0.0011481487798659616
DIC_1,0.0010966394534190746
INV_3,0.0010630672933847121
TRANS_19,0.0010525350851836152
DEL_18,0.000996119390309519
DIC_17,0.0008013554751303978
DIC_3,0.0007820084800426973
DIC_8,0.0007789468959223097
DEL_19,0.0007682746905408611
INS_4,0.0007410996265035713
ISO_6,0.0007166414205853003
TRANS_20,0.0007075804978829104
DUP_12,0.000684040524299681
INV_11,0.0006668430363321328
DUP_11,0.0006325853341971176
ISO_14,0.0006314264902959329
DIC_9,0.0006121475070897099
DUP_13,0.0005983841808285106
DIC_6,0.0005824292108115102
INS_2,0.0005760828445154932
DIC_16,0.0005626734933717761
ISO_2,0.0005592574857036919
DUP_2,0.0005284704001960634
INV_16,0.00046786221204533175
DIC_20,0.00044405031249098885
INV_17,0.0004435508901362889
DIC_15,0.0004434520413765566
ISO_4,0.0004402550990984531
DIC_13,0.0004391608386360952
DEL_21,0.0004305337449700884
ISO_15,0.000429522933518952
INS_11,0.0004180013892665096
DIC_5,0.0004121530382616466
DIC_12,0.0003961697941617024
ISO_12,0.0003909298294124613
ISO_21,0.0003814779614642085
INS_8,0.0003713295685063562
ISO_11,0.00035204991471036903
DUP_4,0.0003511333054103994
INS_5,0.00032013628367336344
INV_12,0.0003123633093947916
ISO_10,0.0002997375109858902
ISO_18,0.00029645781674240886
INV_18,0.0002738095624005934
INV_14,0.0002697024788182559
INV_2,0.00025326132873835713
DIC_19,0.0002468339373540995
INV_5,0.00024667115763598696
INS_9,0.00024211252974296217
DIC_22,0.0002403181786936272
DUP_14,0.00020713136291223202
INS_3,0.0001982906896218409
DUP_5,0.00019022280513252628
DIC_7,0.0001828720468819484
DIC_2,0.0001719342730157953
INS_7,0.00016512013782134274
DUP_9,0.00016254510247331512
DIC_14,0.00016188748558713736
DUP_3,0.00015569644716669162
DIC_4,0.00014597457049027063
INS_14,0.0001424087215621184
DUP_6,0.00014034222330237313
INV_7,0.0001341470041249256
INS_12,0.0001300320211379683
INV_9,0.00011551694364665711
INS_16,0.00011218946170301059
INS_18,0.00010510652595552191
DUP_10,0.00010290688862880205
INS_17,0.00010099088648050227
INV_13,9.857502417576458e-05
INV_8,9.513356459752697e-05
DUP_20,7.978571548825464e-05
INS_13,7.401117639472351e-05
DUP_17,6.997405353578687e-05
DUP_21,6.542746041733545e-05
INV_10,6.373057166153997e-05
DUP_16,6.31092096632941e-05
INV_20,5.262493247627945e-05
DUP_19,4.6992491294558665e-05
ISO_22,3.056473246364256e-05
INS_10,1.8263167607189305e-05
DUP_8,1.7765252029421333e-05
INS_6,1.2025823880583343e-05
