Feature,Importance
HSR_classification,0.09975296005920212
modal_range_numeric,0.09002661883291323
modal chromosome number,0.07571941435698361
ploidy_classification,0.06769134383090085
marker chromosomes (average #),0.06018925629592262
SV_sum_all_events,0.05001450849197466
XY_chromosomes,0.042947257567887136
chr_16_loss,0.007410701745871605
DEL_1,0.007298024142431938
DER_9,0.00677447241380588
chr_10_loss,0.006649673507099106
chr_13_loss,0.006419605167030359
TRANS_8,0.006418969190456922
ADD_1,0.006341939555380838
DER_5,0.0062719318198308375
chr_20_gains,0.0062476801587423485
chr_17_loss,0.006070219531571703
chr_5_loss,0.005887915268991296
chr_8_gains,0.005746813518140116
chr_7_gains,0.005682011153550832
chr_14_loss,0.005521983282503339
TRANS_14,0.005470137862933656
chr_20_loss,0.005454951888937418
chr_18_loss,0.005301575683565327
chr_11_loss,0.005293105139750388
ADD_3,0.005270815601099128
chr_2_loss,0.005268472740400187
ADD_7,0.005216626126145478
ADD_9,0.0051271863422410425
DER_1,0.005086146218292184
chr_4_loss,0.005045480540829595
TRANS_3,0.0050351258061105825
chr_6_gains,0.0049867134492093635
chr_22_loss,0.004904129831629551
ADD_5,0.00487198143566813
ADD_4,0.0048404055122192625
DEL_6,0.004792660975897578
DEL_7,0.004725552234183025
DEL_2,0.004642335245477205
chr_3_loss,0.004623610604501308
chr_21_loss,0.004557768525476157
chr_9_loss,0.004548459312007169
chr_12_loss,0.004514584131106004
ADD_8,0.004465747002056896
DER_7,0.004458742496929526
DER_11,0.004430449370612442
DEL_9,0.004421872810232412
DEL_10,0.004416742147915034
DEL_5,0.0044083072321633235
chr_7_loss,0.004246383486102718
TRANS_6,0.0042447573579789755
chr_6_loss,0.004183231907790182
DEL_3,0.004127407508741516
ADD_2,0.004062007599892919
chr_19_gains,0.004055043548807889
chr_1_loss,0.004045289680411479
chr_8_loss,0.003990223663409057
DER_16,0.003981894312558144
chr_15_loss,0.00397342277398301
DER_17,0.003949735839866942
DER_6,0.003933534519375236
ADD_14,0.0038204267056742595
chr_5_gains,0.003817326168443389
chr_19_loss,0.0037238987660429997
chr_21_gains,0.0037186943800471203
TRANS_13,0.0037102655528486275
TRANS_12,0.003700225099189322
chr_12_gains,0.0036356266854276694
DER_22,0.0035964942927086073
ADD_11,0.003592475298310551
ADD_19,0.0035853622433295136
TRANS_18,0.0035617070393775224
DER_2,0.0035292572918119644
ADD_10,0.003506685155295145
ADD_12,0.003483603833557349
TRANS_11,0.0034426287925006646
chr_18_gains,0.003375230293815714
chr_1_gains,0.00330742283307454
TRANS_1,0.0032995204846236266
ADD_15,0.003281029758078737
chr_14_gains,0.00327644922761337
DER_4,0.0032440897336064303
chr_15_gains,0.0032063571136800666
DEL_11,0.00312410816439817
ADD_17,0.003102606103796368
ADD_6,0.0030874275404378392
DER_8,0.003046319739789333
TRANS_4,0.003014225262765251
TRANS_9,0.0029682506167300797
DER_14,0.002832487348469359
DEL_12,0.00282935979667128
TRANS_5,0.002805948507608956
DER_15,0.0027866491131903178
DER_3,0.0027785282375470356
chr_11_gains,0.002758924916948976
ISO_17,0.0027482784126313968
chr_3_gains,0.002731120120512545
chr_22_gains,0.00265148062137626
DEL_8,0.002636107886490865
DER_12,0.0026327976340717227
DER_10,0.0026308893732052475
DEL_4,0.0026209584475667238
TRANS_2,0.0026080926613775445
chr_13_gains,0.00258016159947782
ADD_22,0.0025374105292899317
chr_2_gains,0.0025339025352608007
ADD_16,0.002446990320734911
ADD_21,0.002438648060894116
DER_19,0.002431983220860024
DER_13,0.00242526674826896
ADD_13,0.0023997430164536602
TRANS_10,0.002379443417340317
DER_21,0.0022889522132480003
ISO_1,0.0022884616059775597
DEL_17,0.002235114274506911
ISO_7,0.0021638539972668614
TRANS_17,0.0021521024113431288
TRANS_7,0.0021301346953184123
chr_17_gains,0.0020738948541602015
chr_4_gains,0.002062839450077642
TRANS_21,0.0020547600883546683
chr_9_gains,0.0020545848406700795
chr_16_gains,0.0020470740184194086
TRANS_22,0.0020333287046124327
ISO_5,0.0020306330713915966
DEL_13,0.002006809086967771
ADD_18,0.001973277772466977
ISO_3,0.0017792605545651377
TRANS_15,0.0017730544599965476
DEL_14,0.0017344243250876955
DER_18,0.0016981854510177018
ISO_8,0.001665930132967348
TRANS_16,0.0016625496934413414
INV_1,0.0015508947423827084
DUP_1,0.0014601867725016029
DUP_7,0.001377277368339917
DEL_20,0.0013706719210406614
DER_20,0.0013396213973829833
ADD_20,0.0013374442932117935
DEL_15,0.0013234009739776754
ISO_9,0.0013094631969154192
ISO_13,0.0012322235969789495
TRANS_19,0.0011510203857751722
chr_10_gains,0.001081919188252144
DIC_1,0.0010817262852226733
INV_3,0.0010537092803153886
DEL_16,0.0009813627748172112
DEL_22,0.0009452056535545075
DIC_13,0.0008978259545871059
TRANS_20,0.0007482377534082717
INS_1,0.000745161509529998
DIC_12,0.0006214715197384814
DEL_18,0.0006139705340373848
ISO_12,0.0006134812314393488
ISO_11,0.0005950186941083743
INV_12,0.0005916506426896235
ISO_6,0.000584464728141327
DUP_2,0.0005824759685094206
INS_2,0.0005766407223715603
